"TransactionID","AccountID","TransactionAmount","AvgTransactionAmount","HighValueStatus","Location","TransactionDate","TransactionsPerDay","AvgDailyTransactions","FrequencyStatus","LoginAttempts","AvgLoginAttempts","LoginStatus","MultiFactorScore","MultiFactorLabel"
TX000644,AC00131,235.4,314.38,NORMAL,Detroit,"2023-09-26",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000664,AC00131,288.28,314.38,NORMAL,Portland,"2023-01-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000827,AC00131,524.6,314.38,NORMAL,El Paso,"2023-04-07",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001571,AC00131,50.99,314.38,NORMAL,Detroit,"2023-10-31",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001862,AC00131,88.29,314.38,NORMAL,Houston,"2023-01-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002192,AC00131,879.25,314.38,NORMAL,Memphis,"2023-11-07",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002199,AC00131,332.15,314.38,NORMAL,Dallas,"2023-10-16",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000189,AC00132,10.94,96.48,NORMAL,Philadelphia,"2023-10-23",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001465,AC00132,130.93,96.48,NORMAL,Houston,"2023-02-08",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001589,AC00132,23.24,96.48,NORMAL,Indianapolis,"2023-04-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002359,AC00132,220.82,96.48,NORMAL,Louisville,"2023-12-29",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000281,AC00133,255.04,199.76,NORMAL,Seattle,"2023-11-23",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000665,AC00133,245.67,199.76,NORMAL,Portland,"2023-01-02",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000886,AC00133,11.46,199.76,NORMAL,San Francisco,"2023-02-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000895,AC00133,110.08,199.76,NORMAL,Detroit,"2023-11-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001403,AC00133,447.95,199.76,NORMAL,Tucson,"2023-01-11",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001678,AC00133,88.06,199.76,NORMAL,Raleigh,"2023-10-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002203,AC00133,240.03,199.76,NORMAL,Atlanta,"2023-02-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001857,AC00134,49.59,49.59,NORMAL,Boston,"2023-08-25",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000009,AC00135,106.23,72.94,NORMAL,Detroit,"2023-03-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000388,AC00135,39.66,72.94,NORMAL,Virginia Beach,"2023-05-18",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000410,AC00136,739.28,485.07,NORMAL,Tucson,"2023-06-19",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000679,AC00136,642.68,485.07,NORMAL,Fresno,"2023-02-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000919,AC00136,132.33,485.07,NORMAL,Phoenix,"2023-11-10",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001262,AC00136,886.19,485.07,NORMAL,Colorado Springs,"2023-08-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001312,AC00136,78.62,485.07,NORMAL,Oklahoma City,"2023-07-31",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001362,AC00136,61.98,485.07,NORMAL,Denver,"2023-01-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001416,AC00136,654.49,485.07,NORMAL,Austin,"2023-11-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001842,AC00136,684.96,485.07,NORMAL,Mesa,"2023-01-09",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000706,AC00137,12.11,125.72,NORMAL,Jacksonville,"2023-12-12",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001824,AC00137,31.39,125.72,NORMAL,Tucson,"2023-01-09",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002281,AC00137,333.67,125.72,NORMAL,Fort Worth,"2023-07-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001290,AC00138,355.0,208.2,NORMAL,Fort Worth,"2023-08-29",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX002296,AC00138,61.4,208.2,NORMAL,San Jose,"2023-01-30",1,1.0,NORMAL,2,1.5,NORMAL,0,LOW
TX000646,AC00139,50.83,177.72,NORMAL,Philadelphia,"2023-12-18",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX000651,AC00139,119.61,177.72,NORMAL,San Diego,"2023-03-14",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX001085,AC00139,102.34,177.72,NORMAL,San Antonio,"2023-05-18",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX001522,AC00139,263.92,177.72,NORMAL,San Diego,"2023-07-26",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX001575,AC00139,18.35,177.72,NORMAL,Nashville,"2023-09-18",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX002014,AC00139,510.7,177.72,NORMAL,Nashville,"2023-06-07",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX002162,AC00139,10.15,177.72,NORMAL,Austin,"2023-02-23",1,1.0,NORMAL,5,1.5,FLAG,1,MEDIUM
TX002173,AC00139,345.86,177.72,NORMAL,Omaha,"2023-11-20",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX000085,AC00140,154.71,150.4,NORMAL,San Diego,"2023-07-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000332,AC00140,126.81,150.4,NORMAL,Philadelphia,"2023-10-30",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001588,AC00140,241.45,150.4,NORMAL,Portland,"2023-07-24",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002105,AC00140,2.51,150.4,NORMAL,Baltimore,"2023-04-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002220,AC00140,152.42,150.4,NORMAL,San Jose,"2023-10-23",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002295,AC00140,211.7,150.4,NORMAL,Chicago,"2023-11-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002448,AC00140,163.22,150.4,NORMAL,Miami,"2023-04-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000336,AC00141,66.65,291.23,NORMAL,Detroit,"2023-10-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000774,AC00141,61.97,291.23,NORMAL,Phoenix,"2023-05-22",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001398,AC00141,780.59,291.23,NORMAL,Tucson,"2023-06-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001628,AC00141,398.7,291.23,NORMAL,Albuquerque,"2023-08-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001759,AC00141,148.26,291.23,NORMAL,Omaha,"2023-05-08",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001495,AC00142,25.58,264.85,NORMAL,Omaha,"2023-11-16",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001749,AC00142,504.12,264.85,NORMAL,Baltimore,"2023-04-14",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000059,AC00143,386.52,275.76,NORMAL,Indianapolis,"2023-06-09",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000650,AC00143,73.88,275.76,NORMAL,Los Angeles,"2023-05-08",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001146,AC00143,189.08,275.76,NORMAL,Miami,"2023-03-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001895,AC00143,447.83,275.76,NORMAL,Atlanta,"2023-08-15",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002225,AC00143,281.47,275.76,NORMAL,Philadelphia,"2023-08-18",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000590,AC00144,518.85,230.37,NORMAL,Kansas City,"2023-10-23",1,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX000994,AC00144,29.91,230.37,NORMAL,Philadelphia,"2023-07-31",1,1.14,NORMAL,3,1.25,NORMAL,0,LOW
TX001409,AC00144,469.13,230.37,NORMAL,San Antonio,"2023-12-04",1,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX001422,AC00144,335.48,230.37,NORMAL,Oklahoma City,"2023-03-02",1,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX001876,AC00144,132.48,230.37,NORMAL,Charlotte,"2023-08-09",1,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX001899,AC00144,133.56,230.37,NORMAL,Atlanta,"2023-01-24",1,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX002078,AC00144,125.83,230.37,NORMAL,Los Angeles,"2023-05-29",2,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX002342,AC00144,97.73,230.37,NORMAL,Sacramento,"2023-05-29",2,1.14,NORMAL,1,1.25,NORMAL,0,LOW
TX000401,AC00145,194.85,280.56,NORMAL,Jacksonville,"2023-09-12",1,1.0,NORMAL,4,1.6,NORMAL,0,LOW
TX000545,AC00145,377.12,280.56,NORMAL,Houston,"2023-08-14",1,1.0,NORMAL,1,1.6,NORMAL,0,LOW
TX000749,AC00145,217.61,280.56,NORMAL,Chicago,"2023-03-16",1,1.0,NORMAL,1,1.6,NORMAL,0,LOW
TX002147,AC00145,97.63,280.56,NORMAL,Milwaukee,"2023-05-15",1,1.0,NORMAL,1,1.6,NORMAL,0,LOW
TX002198,AC00145,515.57,280.56,NORMAL,Columbus,"2023-01-02",1,1.0,NORMAL,1,1.6,NORMAL,0,LOW
TX001797,AC00146,1135.8,585.89,NORMAL,San Diego,"2023-09-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002327,AC00146,35.98,585.89,NORMAL,Nashville,"2023-08-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000269,AC00147,270.72,129.54,NORMAL,Washington,"2023-07-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000980,AC00147,67.15,129.54,NORMAL,Indianapolis,"2023-11-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001215,AC00147,50.75,129.54,NORMAL,Boston,"2023-08-14",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000295,AC00148,757.41,573.76,NORMAL,Los Angeles,"2023-05-05",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000461,AC00148,8.98,573.76,NORMAL,Detroit,"2023-08-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000483,AC00148,366.21,573.76,NORMAL,Oklahoma City,"2023-01-12",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000487,AC00148,1416.69,573.76,NORMAL,Nashville,"2023-01-16",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002164,AC00148,319.5,573.76,NORMAL,Virginia Beach,"2023-06-09",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000093,AC00149,230.66,369.68,NORMAL,Houston,"2023-03-27",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX000182,AC00149,453.54,369.68,NORMAL,Albuquerque,"2023-04-19",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX000613,AC00149,35.73,369.68,NORMAL,Miami,"2023-06-12",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX000738,AC00149,1092.73,369.68,NORMAL,Columbus,"2023-01-23",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX002286,AC00149,69.43,369.68,NORMAL,Las Vegas,"2023-02-06",1,1.0,NORMAL,1,1.5,NORMAL,0,LOW
TX002289,AC00149,336.01,369.68,NORMAL,Colorado Springs,"2023-11-09",1,1.0,NORMAL,4,1.5,NORMAL,0,LOW
TX000011,AC00150,17.78,290.08,NORMAL,Albuquerque,"2023-03-14",1,1.17,NORMAL,1,1.43,NORMAL,0,LOW
TX000585,AC00150,992.17,290.08,FLAG,San Antonio,"2023-02-27",2,1.17,NORMAL,1,1.43,NORMAL,1,MEDIUM
TX000608,AC00150,32.54,290.08,NORMAL,Oklahoma City,"2023-07-04",1,1.17,NORMAL,4,1.43,NORMAL,0,LOW
TX001094,AC00150,122.63,290.08,NORMAL,Milwaukee,"2023-04-20",1,1.17,NORMAL,1,1.43,NORMAL,0,LOW
TX002379,AC00150,199.02,290.08,NORMAL,Memphis,"2023-01-30",1,1.17,NORMAL,1,1.43,NORMAL,0,LOW
TX002405,AC00150,470.62,290.08,NORMAL,Tucson,"2023-02-27",2,1.17,NORMAL,1,1.43,NORMAL,0,LOW
TX002452,AC00150,195.8,290.08,NORMAL,Raleigh,"2023-02-28",1,1.17,NORMAL,1,1.43,NORMAL,0,LOW
TX001055,AC00151,382.07,289.21,NORMAL,Omaha,"2023-06-05",2,1.33,NORMAL,1,1.0,NORMAL,0,LOW
TX001242,AC00151,168.11,289.21,NORMAL,New York,"2023-05-19",1,1.33,NORMAL,1,1.0,NORMAL,0,LOW
TX001747,AC00151,305.18,289.21,NORMAL,Chicago,"2023-06-05",2,1.33,NORMAL,1,1.0,NORMAL,0,LOW
TX001910,AC00151,301.47,289.21,NORMAL,Colorado Springs,"2023-01-26",1,1.33,NORMAL,1,1.0,NORMAL,0,LOW
TX000535,AC00152,227.22,242.47,NORMAL,El Paso,"2023-03-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001138,AC00152,99.52,242.47,NORMAL,San Diego,"2023-04-10",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001811,AC00152,613.21,242.47,NORMAL,Tucson,"2023-03-15",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002422,AC00152,29.92,242.47,NORMAL,Denver,"2024-01-01",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000512,AC00153,1116.48,350.27,FLAG,San Diego,"2023-09-18",1,1.17,NORMAL,1,1.29,NORMAL,1,MEDIUM
TX000741,AC00153,381.62,350.27,NORMAL,Las Vegas,"2023-01-27",1,1.17,NORMAL,1,1.29,NORMAL,0,LOW
TX000755,AC00153,84.34,350.27,NORMAL,Memphis,"2023-06-08",1,1.17,NORMAL,3,1.29,NORMAL,0,LOW
TX001252,AC00153,95.78,350.27,NORMAL,Atlanta,"2023-03-23",1,1.17,NORMAL,1,1.29,NORMAL,0,LOW
TX001541,AC00153,89.5,350.27,NORMAL,Louisville,"2023-08-21",2,1.17,NORMAL,1,1.29,NORMAL,0,LOW
TX001836,AC00153,256.34,350.27,NORMAL,Kansas City,"2023-08-21",2,1.17,NORMAL,1,1.29,NORMAL,0,LOW
TX002362,AC00153,427.83,350.27,NORMAL,Phoenix,"2023-05-10",1,1.17,NORMAL,1,1.29,NORMAL,0,LOW
TX000110,AC00154,143.03,173.89,NORMAL,San Antonio,"2023-07-31",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000757,AC00154,333.78,173.89,NORMAL,San Diego,"2023-11-30",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001086,AC00154,7.82,173.89,NORMAL,Boston,"2023-01-09",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001644,AC00154,12.94,173.89,NORMAL,Fresno,"2023-08-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001849,AC00154,371.86,173.89,NORMAL,Miami,"2023-02-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001640,AC00155,320.93,292.87,NORMAL,Atlanta,"2023-06-22",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001705,AC00155,148.77,292.87,NORMAL,San Jose,"2023-03-30",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001751,AC00155,607.28,292.87,NORMAL,Baltimore,"2023-01-23",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002158,AC00155,207.2,292.87,NORMAL,Columbus,"2024-01-01",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002304,AC00155,381.52,292.87,NORMAL,Seattle,"2023-11-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002413,AC00155,91.5,292.87,NORMAL,Omaha,"2023-03-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000179,AC00156,237.06,431.01,NORMAL,Phoenix,"2023-12-18",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000345,AC00156,1271.9,431.01,NORMAL,Houston,"2023-08-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000759,AC00156,236.81,431.01,NORMAL,Oklahoma City,"2023-10-26",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000865,AC00156,261.14,431.01,NORMAL,San Antonio,"2023-05-15",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001777,AC00156,148.13,431.01,NORMAL,Phoenix,"2023-03-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000940,AC00157,214.73,249.82,NORMAL,Los Angeles,"2023-11-10",1,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX001099,AC00157,299.42,249.82,NORMAL,San Jose,"2023-12-04",2,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX001410,AC00157,102.81,249.82,NORMAL,Seattle,"2023-12-04",2,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX001649,AC00157,150.6,249.82,NORMAL,Miami,"2023-04-17",1,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX002155,AC00157,481.53,249.82,NORMAL,Atlanta,"2023-09-12",1,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX000553,AC00158,245.93,336.37,NORMAL,Fresno,"2023-06-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000961,AC00158,104.23,336.37,NORMAL,Louisville,"2023-10-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001065,AC00158,191.62,336.37,NORMAL,Jacksonville,"2023-07-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001227,AC00158,775.6,336.37,NORMAL,Mesa,"2023-08-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001338,AC00158,393.92,336.37,NORMAL,Memphis,"2023-05-16",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002071,AC00158,446.83,336.37,NORMAL,Miami,"2023-06-26",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002371,AC00158,196.49,336.37,NORMAL,Oklahoma City,"2023-12-22",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000051,AC00159,425.34,204.83,NORMAL,Kansas City,"2023-02-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000288,AC00159,151.19,204.83,NORMAL,New York,"2023-05-05",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000743,AC00159,29.22,204.83,NORMAL,San Antonio,"2023-07-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000988,AC00159,187.88,204.83,NORMAL,Nashville,"2023-08-10",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002185,AC00159,230.51,204.83,NORMAL,Memphis,"2023-02-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000931,AC00160,757.1,513.45,NORMAL,Atlanta,"2023-01-23",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001233,AC00160,269.79,513.45,NORMAL,San Jose,"2023-10-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000148,AC00161,514.95,491.47,NORMAL,New York,"2023-04-13",1,1.0,NORMAL,5,2.0,NORMAL,0,LOW
TX000536,AC00161,1182.86,491.47,NORMAL,Tucson,"2023-12-11",1,1.0,NORMAL,1,2.0,NORMAL,0,LOW
TX000796,AC00161,199.47,491.47,NORMAL,Detroit,"2023-08-14",1,1.0,NORMAL,1,2.0,NORMAL,0,LOW
TX000900,AC00161,68.62,491.47,NORMAL,Omaha,"2023-06-29",1,1.0,NORMAL,1,2.0,NORMAL,0,LOW
TX001455,AC00162,55.99,44.88,NORMAL,El Paso,"2023-11-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001787,AC00162,33.76,44.88,NORMAL,Seattle,"2023-01-16",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000143,AC00163,227.14,307.95,NORMAL,Charlotte,"2023-07-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001546,AC00163,388.77,307.95,NORMAL,Jacksonville,"2023-12-11",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000316,AC00164,711.3,506.56,NORMAL,San Jose,"2023-06-26",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000742,AC00164,388.65,506.56,NORMAL,Oklahoma City,"2023-02-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001033,AC00164,95.75,506.56,NORMAL,Los Angeles,"2023-07-12",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001132,AC00164,421.25,506.56,NORMAL,Fort Worth,"2023-01-05",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001799,AC00164,683.75,506.56,NORMAL,Las Vegas,"2023-02-20",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002142,AC00164,738.68,506.56,NORMAL,Chicago,"2023-03-07",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000360,AC00165,626.9,293.53,NORMAL,Chicago,"2023-10-10",1,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX000763,AC00165,820.62,293.53,NORMAL,Fresno,"2023-03-03",1,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX001614,AC00165,103.08,293.53,NORMAL,San Francisco,"2023-11-14",1,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX001945,AC00165,135.27,293.53,NORMAL,Atlanta,"2023-08-10",2,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX002032,AC00165,42.26,293.53,NORMAL,Raleigh,"2023-10-26",1,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX002395,AC00165,33.03,293.53,NORMAL,Washington,"2023-08-10",2,1.2,NORMAL,1,1.0,NORMAL,0,LOW
TX000491,AC00166,0.99,234.58,NORMAL,Los Angeles,"2023-09-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000800,AC00166,182.79,234.58,NORMAL,Louisville,"2023-10-25",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000943,AC00166,446.39,234.58,NORMAL,Houston,"2023-12-12",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001394,AC00166,401.37,234.58,NORMAL,Los Angeles,"2023-09-18",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001654,AC00166,81.15,234.58,NORMAL,Miami,"2023-02-17",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002313,AC00166,294.77,234.58,NORMAL,Philadelphia,"2023-10-10",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000511,AC00167,448.33,316.31,NORMAL,Atlanta,"2023-05-01",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001329,AC00167,490.76,316.31,NORMAL,Columbus,"2023-01-19",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001370,AC00167,405.6,316.31,NORMAL,Tucson,"2023-08-08",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001834,AC00167,133.07,316.31,NORMAL,Sacramento,"2023-09-13",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002285,AC00167,103.81,316.31,NORMAL,Oklahoma City,"2023-09-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001897,AC00168,77.83,77.83,NORMAL,Kansas City,"2023-12-27",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000838,AC00169,39.21,87.84,NORMAL,Miami,"2023-05-10",1,1.0,NORMAL,4,4.0,NORMAL,0,LOW
TX001877,AC00169,136.48,87.84,NORMAL,Charlotte,"2023-08-14",1,1.0,NORMAL,4,4.0,NORMAL,0,LOW
TX000105,AC00170,129.94,247.33,NORMAL,Las Vegas,"2023-01-02",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX000587,AC00170,80.43,247.33,NORMAL,Columbus,"2023-01-04",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX000619,AC00170,171.11,247.33,NORMAL,San Francisco,"2023-05-15",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX000641,AC00170,41.51,247.33,NORMAL,Phoenix,"2023-10-04",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX000967,AC00170,9.1,247.33,NORMAL,San Francisco,"2023-03-02",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX001214,AC00170,1192.2,247.33,FLAG,Jacksonville,"2023-12-21",1,1.0,NORMAL,5,1.57,FLAG,2,HIGH
TX002455,AC00170,106.99,247.33,NORMAL,Omaha,"2023-11-24",1,1.0,NORMAL,1,1.57,NORMAL,0,LOW
TX000270,AC00171,97.98,177.99,NORMAL,Denver,"2023-02-06",1,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX000342,AC00171,26.06,177.99,NORMAL,San Diego,"2023-12-21",2,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX000915,AC00171,577.73,177.99,FLAG,San Jose,"2023-11-10",1,1.25,NORMAL,1,1.0,NORMAL,1,MEDIUM
TX001411,AC00171,22.61,177.99,NORMAL,Seattle,"2023-12-21",2,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX001659,AC00171,165.55,177.99,NORMAL,Dallas,"2023-10-02",1,1.25,NORMAL,1,1.0,NORMAL,0,LOW
TX001549,AC00172,870.3,581.0,NORMAL,San Jose,"2023-08-28",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001591,AC00172,1143.67,581.0,NORMAL,Atlanta,"2023-10-30",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002029,AC00172,431.31,581.0,NORMAL,Atlanta,"2023-05-01",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002039,AC00172,38.15,581.0,NORMAL,Oklahoma City,"2023-10-06",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX002485,AC00172,421.56,581.0,NORMAL,San Jose,"2023-07-18",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000527,AC00173,345.81,448.8,NORMAL,Raleigh,"2023-06-26",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000713,AC00173,498.59,448.8,NORMAL,Oklahoma City,"2023-01-30",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000847,AC00173,224.19,448.8,NORMAL,Houston,"2023-09-21",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX001061,AC00173,726.61,448.8,NORMAL,Phoenix,"2023-11-03",1,1.0,NORMAL,1,1.0,NORMAL,0,LOW
TX000156,AC00174,83.02,175.17,NORMAL,Seattle,"2023-09-04",1,1.0,NORMAL,1,2.0,NORMAL,0,LOW
TX000962,AC00174,353.59,175.17,NORMAL,New York,"2023-08-11",1,1.0,NORMAL,5,2.0,NORMAL,0,LOW
TX001017,AC00174,213.55,175.17,NORMAL,Boston,"2023-03-30",1,1.0,NORMAL,1,2.0,NORMAL,0,LOW
